year,county,yield
2006,ADAMS,129.0
2006,BROWN,138.0
2006,FULTON,160.0
2006,HANCOCK,152.0
2006,HENDERSON,161.0
2006,KNOX,168.0
2006,MCDONOUGH,174.0
2006,SCHUYLER,140.0
2006,WARREN,173.0
2006,BOND,119.0
2006,CALHOUN,148.0
2006,CASS,155.0
2006,CHRISTIAN,172.0
2006,GREENE,137.0
2006,JERSEY,132.0
2006,MACOUPIN,144.0
2006,MADISON,112.0
2006,MONTGOMERY,139.0
2006,MORGAN,171.0
2006,PIKE,160.0
2006,SANGAMON,174.0
2006,SCOTT,167.0
2005,DE WITT,162.0
2005,LOGAN,144.0
2005,MACON,175.0
2005,MARSHALL,142.0
2005,MASON,123.0
2005,MCLEAN,161.0
2005,MENARD,132.0
2005,PEORIA,119.0
2005,STARK,123.0
2005,TAZEWELL,142.0
2005,WOODFORD,144.0
2005,CHAMPAIGN,164.0
2005,FORD,158.0
2005,IROQUOIS,167.0
2005,KANKAKEE,137.0
2005,LIVINGSTON,145.0
2005,PIATT,171.0
2005,VERMILION,165.0
2005,CLARK,142.0
2005,CLAY,116.0
2005,COLES,149.0
2005,CRAWFORD,133.0
2005,CUMBERLAND,136.0
2005,DOUGLAS,153.0
2005,EDGAR,160.0
2005,EFFINGHAM,119.0
2005,FAYETTE,117.0
2005,JASPER,120.0
2005,LAWRENCE,135.0
2005,MARION,129.0
2005,MOULTRIE,172.0
2005,RICHLAND,109.0
2005,SHELBY,149.0
2005,BOONE,116.0
2005,COOK,120.0
2005,DE KALB,146.0
2005,DU PAGE,105.0
2005,GRUNDY,122.0
2005,KANE,121.0
2005,KENDALL,110.0
2005,LA SALLE,139.0
2005,LAKE,84.0
2005,MCHENRY,117.0
2005,WILL,122.0
2005,BUREAU,136.0
2005,CARROLL,163.0
2005,HENRY,127.0
2005,JO DAVIESS,165.0
2005,LEE,142.0
2005,MERCER,155.0
2005,OGLE,139.0
2005,PUTNAM,138.0
2005,ROCK ISLAND,140.0
2005,STEPHENSON,146.0
2005,WHITESIDE,126.0
2005,WINNEBAGO,130.0
2005,EDWARDS,114.0
2005,FRANKLIN,117.0
2005,GALLATIN,145.0
2005,HAMILTON,134.0
2005,HARDIN,119.0
2005,JEFFERSON,122.0
2005,MASSAC,139.0
2005,POPE,109.0
2005,SALINE,139.0
2005,WABASH,137.0
2005,WAYNE,124.0
2005,WHITE,130.0
2005,ALEXANDER,147.0
2005,CLINTON,135.0
2005,JACKSON,141.0
2005,JOHNSON,129.0
2005,MONROE,130.0
2005,PERRY,119.0
2005,PULASKI,138.0
2005,RANDOLPH,120.0
2005,ST CLAIR,147.0
2005,UNION,150.0
2005,WASHINGTON,128.0
2005,WILLIAMSON,139.0
2005,ADAMS,129.0
2005,BROWN,135.0
2005,FULTON,130.0
2005,HANCOCK,142.0
2005,HENDERSON,155.0
2005,KNOX,123.0
2005,MCDONOUGH,160.0
2005,SCHUYLER,135.0
2005,WARREN,158.0
2005,BOND,114.0
2005,CALHOUN,134.0
2005,CASS,139.0
2005,CHRISTIAN,181.0
2005,GREENE,136.0
2005,JERSEY,136.0
2005,MACOUPIN,153.0
2005,MADISON,136.0
2005,MONTGOMERY,159.0
2005,MORGAN,146.0
2005,PIKE,137.0
2005,SANGAMON,169.0
2005,SCOTT,129.0
2004,DE WITT,181.0
2004,LOGAN,188.0
2004,MACON,191.0
2004,MARSHALL,183.0
2004,MASON,179.0
2004,MCLEAN,185.0
2004,MENARD,191.0
2004,PEORIA,192.0
2004,STARK,189.0
2004,TAZEWELL,187.0
2004,WOODFORD,182.0
2004,CHAMPAIGN,181.0
2004,FORD,178.0
2004,IROQUOIS,184.0
2004,KANKAKEE,179.0
2004,LIVINGSTON,181.0
2004,PIATT,191.0
2004,VERMILION,167.0
2004,CLARK,187.0
2004,CLAY,154.0
2004,COLES,183.0
2004,CRAWFORD,173.0
2004,CUMBERLAND,173.0
2004,DOUGLAS,182.0
2004,EDGAR,188.0
2004,EFFINGHAM,171.0
2004,FAYETTE,171.0
2004,JASPER,176.0
2004,LAWRENCE,172.0
2004,MARION,158.0
2004,MOULTRIE,179.0
2004,RICHLAND,155.0
2004,SHELBY,175.0
2004,BOONE,175.0
2004,COOK,154.0
2004,DE KALB,180.0
2004,DU PAGE,161.0
2004,GRUNDY,173.0
2004,KANE,174.0
2004,KENDALL,182.0
2004,LA SALLE,179.0
2004,LAKE,134.0
2004,MCHENRY,157.0
2004,WILL,164.0
2004,BUREAU,186.0
2004,CARROLL,189.0
2004,HENRY,186.0
2004,JO DAVIESS,177.0
2004,LEE,185.0
2004,MERCER,183.0
2004,OGLE,184.0
2004,PUTNAM,189.0
2004,ROCK ISLAND,182.0
2004,STEPHENSON,184.0
2004,WHITESIDE,183.0
2004,WINNEBAGO,172.0
2004,EDWARDS,166.0
2004,FRANKLIN,138.0
2004,GALLATIN,164.0
2004,HAMILTON,162.0
2004,HARDIN,142.0
2004,JEFFERSON,147.0
2004,MASSAC,133.0
2004,POPE,133.0
2004,SALINE,157.0
2004,WABASH,163.0
2004,WAYNE,164.0
2004,WHITE,161.0
2004,ALEXANDER,166.0
2004,CLINTON,169.0
2004,JACKSON,143.0
2004,JOHNSON,155.0
2004,MONROE,181.0
2004,PERRY,134.0
2004,PULASKI,163.0
2004,RANDOLPH,148.0
2004,ST CLAIR,167.0
2004,UNION,149.0
2004,WASHINGTON,155.0
2004,WILLIAMSON,132.0
2004,ADAMS,195.0
2004,BROWN,185.0
2004,FULTON,186.0
2004,HANCOCK,193.0
2004,HENDERSON,185.0
2004,KNOX,194.0
2004,MCDONOUGH,198.0
2004,SCHUYLER,191.0
2004,WARREN,193.0
2004,BOND,169.0
2004,CALHOUN,177.0
2004,CASS,194.0
2004,CHRISTIAN,188.0
2004,GREENE,179.0
2004,JERSEY,183.0
2004,MACOUPIN,189.0
2004,MADISON,163.0
2004,MONTGOMERY,181.0
2004,MORGAN,200.0
2004,PIKE,187.0
2004,SANGAMON,192.0
2004,SCOTT,195.0
2003,DE WITT,181.0
2003,LOGAN,189.0
2003,MACON,188.0
2003,MARSHALL,173.0
2003,MASON,175.0
2003,MCLEAN,182.0
2003,MENARD,194.0
2003,PEORIA,177.0
2003,STARK,175.0
2003,TAZEWELL,188.0
2003,WOODFORD,187.0
2003,CHAMPAIGN,185.0
2003,FORD,170.0
2003,IROQUOIS,158.0
2003,KANKAKEE,159.0
2003,LIVINGSTON,168.0
2003,PIATT,185.0
2003,VERMILION,165.0
2003,CLARK,155.0
2003,CLAY,126.0
2003,COLES,170.0
2003,CRAWFORD,144.0
2003,CUMBERLAND,159.0
2003,DOUGLAS,177.0
2003,EDGAR,168.0
2003,EFFINGHAM,151.0
2003,FAYETTE,136.0
2003,JASPER,147.0
2003,LAWRENCE,121.0
2003,MARION,98.0
2003,MOULTRIE,169.0
2003,RICHLAND,117.0
2003,SHELBY,160.0
2003,BOONE,152.0
2003,COOK,141.0
2003,DE KALB,170.0
2003,DU PAGE,150.0
2003,GRUNDY,174.0
2003,KANE,167.0
2003,KENDALL,171.0
2003,LA SALLE,162.0
2003,LAKE,127.0
2003,MCHENRY,145.0
2003,WILL,160.0
2003,BUREAU,175.0
2003,CARROLL,173.0
2003,HENRY,170.0
2003,JO DAVIESS,155.0
2003,LEE,152.0
2003,MERCER,176.0
2003,OGLE,158.0
2003,PUTNAM,177.0
2003,ROCK ISLAND,173.0
2003,STEPHENSON,159.0
2003,WHITESIDE,176.0
2003,WINNEBAGO,144.0
2003,EDWARDS,100.0
2003,FRANKLIN,76.0
2003,GALLATIN,133.0
2003,HAMILTON,85.0
2003,HARDIN,55.0
2003,JEFFERSON,78.0
2003,MASSAC,116.0
2003,POPE,109.0
2003,SALINE,112.0
2003,WABASH,118.0
2003,WAYNE,114.0
2003,WHITE,120.0
2003,ALEXANDER,147.0
2003,CLINTON,127.0
2003,JACKSON,126.0
2003,JOHNSON,111.0
2003,MONROE,131.0
2003,PERRY,77.0
2003,PULASKI,123.0
2003,RANDOLPH,93.0
2003,ST CLAIR,133.0
2003,UNION,129.0
2003,WASHINGTON,116.0
2003,WILLIAMSON,92.0
2003,ADAMS,171.0
2003,BROWN,168.0
2003,FULTON,166.0
2003,HANCOCK,171.0
2003,HENDERSON,168.0
2003,KNOX,181.0
2003,MCDONOUGH,179.0
2003,SCHUYLER,171.0
2003,WARREN,183.0
2003,BOND,131.0
2003,CALHOUN,145.0
2003,CASS,183.0
2003,CHRISTIAN,192.0
2003,GREENE,164.0
2003,JERSEY,152.0
2003,MACOUPIN,169.0
2003,MADISON,148.0
2003,MONTGOMERY,169.0
2003,MORGAN,191.0
2003,PIKE,164.0
2003,SANGAMON,194.0
2003,SCOTT,182.0
2002,DE WITT,133.0
2002,LOGAN,153.0
2002,MACON,133.0
2002,MARSHALL,146.0
2002,MASON,139.0
2002,MCLEAN,144.0
2002,MENARD,154.0
2002,PEORIA,161.0
2002,STARK,167.0
2002,TAZEWELL,150.0
2002,WOODFORD,158.0
2002,CHAMPAIGN,142.0
2002,FORD,149.0
2002,IROQUOIS,157.0
2002,KANKAKEE,129.0
2002,LIVINGSTON,137.0
2002,PIATT,128.0
2002,VERMILION,149.0
2002,CLARK,121.0
2002,CLAY,68.0
2002,COLES,131.0
2002,CRAWFORD,101.0
2002,CUMBERLAND,128.0
2002,DOUGLAS,134.0
2002,EDGAR,138.0
2002,EFFINGHAM,100.0
2002,FAYETTE,85.0
2002,JASPER,100.0
2002,LAWRENCE,97.0
2002,MARION,88.0
2002,MOULTRIE,132.0
2002,RICHLAND,87.0
2002,SHELBY,113.0
2002,BOONE,133.0
2002,COOK,93.0
2002,DE KALB,143.0
2002,DU PAGE,91.0
2002,GRUNDY,130.0
2002,KANE,127.0
2002,KENDALL,114.0
2002,LA SALLE,136.0
2002,LAKE,85.0
2002,MCHENRY,102.0
2002,WILL,115.0
2002,BUREAU,163.0
2002,CARROLL,178.0
2002,HENRY,168.0
2002,JO DAVIESS,156.0
2002,LEE,165.0
2002,MERCER,174.0
2002,OGLE,151.0
2002,PUTNAM,145.0
2002,ROCK ISLAND,175.0
2002,STEPHENSON,145.0
2002,WHITESIDE,154.0
2002,WINNEBAGO,123.0
2002,EDWARDS,83.0
2002,FRANKLIN,49.0
2002,GALLATIN,88.0
2002,HAMILTON,67.0
2002,HARDIN,91.0
2002,JEFFERSON,71.0
2002,MASSAC,67.0
2002,POPE,70.0
2002,SALINE,60.0
2002,WABASH,92.0
2002,WAYNE,77.0
2002,WHITE,77.0
2002,ALEXANDER,89.0
2002,CLINTON,105.0
2002,JACKSON,70.0
2002,JOHNSON,80.0
2002,MONROE,75.0
2002,PERRY,54.0
2002,PULASKI,88.0
2002,RANDOLPH,63.0
2002,ST CLAIR,97.0
2002,UNION,82.0
2002,WASHINGTON,71.0
2002,WILLIAMSON,46.0
2002,ADAMS,146.0
2002,BROWN,132.0
2002,FULTON,156.0
2002,HANCOCK,155.0
2002,HENDERSON,166.0
2002,KNOX,169.0
2002,MCDONOUGH,165.0
2002,SCHUYLER,142.0
2002,WARREN,174.0
2002,BOND,95.0
2002,CALHOUN,100.0
2002,CASS,150.0
2002,CHRISTIAN,139.0
2002,GREENE,123.0
2002,JERSEY,113.0
2002,MACOUPIN,143.0
2002,MADISON,128.0
2002,MONTGOMERY,126.0
2002,MORGAN,160.0
2002,PIKE,128.0
2002,SANGAMON,152.0
2002,SCOTT,135.0
2001,DE WITT,158.0
2001,LOGAN,151.0
2001,MACON,169.0
2001,MARSHALL,158.0
2001,MASON,134.0
2001,MCLEAN,158.0
2001,MENARD,149.0
2001,PEORIA,162.0
2001,STARK,164.0
2001,TAZEWELL,154.0
2001,WOODFORD,168.0
2001,CHAMPAIGN,153.0
2001,FORD,146.0
2001,IROQUOIS,158.0
2001,KANKAKEE,139.0
2001,LIVINGSTON,145.0
2001,PIATT,170.0
2001,VERMILION,156.0
2001,CLARK,157.0
2001,CLAY,143.0
2001,COLES,174.0
2001,CRAWFORD,144.0
2001,CUMBERLAND,152.0
2001,DOUGLAS,170.0
2001,EDGAR,159.0
2001,EFFINGHAM,141.0
2001,FAYETTE,139.0
2001,JASPER,147.0
2001,LAWRENCE,145.0
2001,MARION,143.0
2001,MOULTRIE,175.0
2001,RICHLAND,128.0
2001,SHELBY,144.0
2001,BOONE,146.0
2001,COOK,132.0
2001,DE KALB,144.0
2001,DU PAGE,130.0
2001,GRUNDY,144.0
2001,KANE,133.0
2001,KENDALL,133.0
2001,LA SALLE,159.0
2001,LAKE,122.0
2001,MCHENRY,135.0
2001,WILL,127.0
2001,BUREAU,169.0
2001,CARROLL,165.0
2001,HENRY,157.0
2001,JO DAVIESS,148.0
2001,LEE,160.0
2001,MERCER,158.0
2001,OGLE,150.0
2001,PUTNAM,165.0
2001,ROCK ISLAND,152.0
2001,STEPHENSON,141.0
2001,WHITESIDE,145.0
2001,WINNEBAGO,119.0
2001,EDWARDS,131.0
2001,FRANKLIN,134.0
2001,GALLATIN,153.0
2001,HAMILTON,134.0
2001,HARDIN,118.0
2001,JEFFERSON,134.0
2001,MASSAC,138.0
2001,POPE,134.0
2001,SALINE,139.0
2001,WABASH,151.0
2001,WAYNE,133.0
2001,WHITE,152.0
2001,ALEXANDER,154.0
2001,CLINTON,137.0
2001,JACKSON,145.0
2001,JOHNSON,136.0
2001,MONROE,148.0
2001,PERRY,132.0
2001,PULASKI,142.0
2001,RANDOLPH,138.0
2001,ST CLAIR,146.0
2001,UNION,141.0
2001,WASHINGTON,137.0
2001,WILLIAMSON,124.0
2001,ADAMS,152.0
2001,BROWN,148.0
2001,FULTON,154.0
2001,HANCOCK,155.0
2001,HENDERSON,162.0
2001,KNOX,166.0
2001,MCDONOUGH,169.0
2001,SCHUYLER,155.0
2001,WARREN,169.0
2001,BOND,124.0
2001,CALHOUN,145.0
2001,CASS,161.0
2001,CHRISTIAN,166.0
2001,GREENE,151.0
2001,JERSEY,148.0
2001,MACOUPIN,146.0
2001,MADISON,145.0
2001,MONTGOMERY,152.0
2001,MORGAN,160.0
2001,PIKE,156.0
2001,SANGAMON,161.0
2001,SCOTT,149.0
2000,DE WITT,160.0
2000,LOGAN,163.0
2000,MACON,172.0
2000,MARSHALL,155.0
2000,MASON,149.0
2000,MCLEAN,155.0
2000,MENARD,166.0
2000,PEORIA,151.0
2000,STARK,154.0
2000,TAZEWELL,165.0
2000,WOODFORD,158.0
2000,CHAMPAIGN,145.0
2000,FORD,136.0
2000,IROQUOIS,145.0
2000,KANKAKEE,145.0
2000,LIVINGSTON,147.0
2000,PIATT,166.0
2000,VERMILION,136.0
2000,CLARK,152.0
2000,CLAY,139.0
2000,COLES,166.0
2000,CRAWFORD,138.0
2000,CUMBERLAND,144.0
2000,DOUGLAS,144.0
2000,EDGAR,145.0
2000,EFFINGHAM,136.0
2000,FAYETTE,137.0
2000,JASPER,138.0
2000,LAWRENCE,138.0
2000,MARION,131.0
2000,MOULTRIE,173.0
2000,RICHLAND,131.0
2000,SHELBY,163.0
2000,BOONE,140.0
2000,COOK,108.0
2000,DE KALB,157.0
2000,DU PAGE,123.0
2000,GRUNDY,151.0
2000,KANE,150.0
2000,KENDALL,150.0
2000,LA SALLE,152.0
2000,LAKE,101.0
2000,MCHENRY,138.0
2000,WILL,140.0
2000,BUREAU,151.0
2000,CARROLL,150.0
2000,HENRY,147.0
2000,JO DAVIESS,137.0
2000,LEE,152.0
2000,MERCER,148.0
2000,OGLE,154.0
2000,PUTNAM,158.0
2000,ROCK ISLAND,144.0
2000,STEPHENSON,145.0
2000,WHITESIDE,139.0
2000,WINNEBAGO,130.0
2000,EDWARDS,132.0
2000,FRANKLIN,123.0
2000,GALLATIN,155.0
2000,HAMILTON,132.0
2000,HARDIN,160.0
2000,JEFFERSON,132.0
2000,MASSAC,121.0
2000,POPE,96.0
2000,SALINE,125.0
2000,WABASH,141.0
2000,WAYNE,134.0
2000,WHITE,141.0
2000,ALEXANDER,139.0
2000,CLINTON,141.0
2000,JACKSON,141.0
2000,JOHNSON,122.0
2000,MONROE,158.0
2000,PERRY,114.0
2000,PULASKI,120.0
2000,RANDOLPH,133.0
2000,ST CLAIR,144.0
2000,UNION,127.0
2000,WASHINGTON,134.0
2000,WILLIAMSON,114.0
2000,ADAMS,172.0
2000,BROWN,157.0
2000,FULTON,149.0
2000,HANCOCK,158.0
2000,HENDERSON,146.0
2000,KNOX,152.0
2000,MCDONOUGH,160.0
2000,SCHUYLER,159.0
2000,WARREN,152.0
2000,BOND,142.0
2000,CALHOUN,131.0
2000,CASS,164.0
2000,CHRISTIAN,177.0
2000,GREENE,164.0
2000,JERSEY,162.0
2000,MACOUPIN,170.0
2000,MADISON,155.0
2000,MONTGOMERY,173.0
2000,MORGAN,168.0
2000,PIKE,174.0
2000,SANGAMON,174.0
2000,SCOTT,162.0
1999,DE WITT,167.0
1999,LOGAN,158.0
1999,MACON,169.0
1999,MARSHALL,148.0
1999,MASON,146.0
1999,MCLEAN,161.0
1999,MENARD,163.0
1999,PEORIA,160.0
1999,STARK,153.0
1999,TAZEWELL,159.0
1999,WOODFORD,147.0
1999,CHAMPAIGN,166.0
1999,FORD,152.0
1999,IROQUOIS,159.0
1999,KANKAKEE,134.0
1999,LIVINGSTON,136.0
1999,PIATT,170.0
1999,VERMILION,157.0
1999,CLARK,114.0
1999,CLAY,103.0
1999,COLES,141.0
1999,CRAWFORD,111.0
1999,CUMBERLAND,103.0
1999,DOUGLAS,138.0
1999,EDGAR,153.0
1999,EFFINGHAM,94.0
1999,FAYETTE,113.0
1999,JASPER,98.0
1999,LAWRENCE,122.0
1999,MARION,118.0
1999,MOULTRIE,144.0
1999,RICHLAND,101.0
1999,SHELBY,123.0
1999,BOONE,149.0
1999,COOK,111.0
1999,DE KALB,155.0
1999,DU PAGE,133.0
1999,GRUNDY,134.0
1999,KANE,152.0
1999,KENDALL,135.0
1999,LA SALLE,142.0
1999,LAKE,98.0
1999,MCHENRY,138.0
1999,WILL,133.0
1999,BUREAU,139.0
1999,CARROLL,162.0
1999,HENRY,142.0
1999,JO DAVIESS,143.0
1999,LEE,150.0
1999,MERCER,151.0
1999,OGLE,159.0
1999,PUTNAM,151.0
1999,ROCK ISLAND,146.0
1999,STEPHENSON,154.0
1999,WHITESIDE,145.0
1999,WINNEBAGO,155.0
1999,EDWARDS,120.0
1999,FRANKLIN,86.0
1999,GALLATIN,118.0
1999,HAMILTON,110.0
1999,HARDIN,106.0
1999,JEFFERSON,91.0
1999,MASSAC,105.0
1999,POPE,83.0
1999,SALINE,98.0
1999,WABASH,123.0
1999,WAYNE,115.0
1999,WHITE,118.0
1999,ALEXANDER,117.0
1999,CLINTON,115.0
1999,JACKSON,83.0
1999,JOHNSON,101.0
1999,MONROE,111.0
1999,PERRY,72.0
1999,PULASKI,121.0
1999,RANDOLPH,101.0
1999,ST CLAIR,122.0
1999,UNION,103.0
1999,WASHINGTON,110.0
1999,WILLIAMSON,74.0
1999,ADAMS,122.0
1999,BROWN,128.0
1999,FULTON,154.0
1999,HANCOCK,133.0
1999,HENDERSON,150.0
1999,KNOX,154.0
1999,MCDONOUGH,157.0
1999,SCHUYLER,133.0
1999,WARREN,162.0
1999,BOND,100.0
1999,CALHOUN,112.0
1999,CASS,152.0
1999,CHRISTIAN,148.0
1999,GREENE,125.0
1999,JERSEY,132.0
1999,MACOUPIN,129.0
1999,MADISON,120.0
1999,MONTGOMERY,112.0
1999,MORGAN,147.0
1999,PIKE,124.0
1999,SANGAMON,145.0
1999,SCOTT,122.0
1998,DE WITT,149.0
1998,LOGAN,149.0
1998,MACON,150.0
1998,MARSHALL,155.0
1998,MASON,140.0
1998,MCLEAN,149.0
1998,MENARD,145.0
1998,PEORIA,149.0
1998,STARK,159.0
1998,TAZEWELL,142.0
1998,WOODFORD,156.0
1998,CHAMPAIGN,140.0
1998,FORD,130.0
1998,IROQUOIS,137.0
1998,KANKAKEE,141.0
1998,LIVINGSTON,132.0
1998,PIATT,143.0
1998,VERMILION,130.0
1998,CLARK,129.0
1998,CLAY,102.0
1998,COLES,139.0
1998,CRAWFORD,122.0
1998,CUMBERLAND,135.0
1998,DOUGLAS,123.0
1998,EDGAR,126.0
1998,EFFINGHAM,134.0
1998,FAYETTE,130.0
1998,JASPER,122.0
1998,LAWRENCE,114.0
1998,MARION,110.0
1998,MOULTRIE,149.0
1998,RICHLAND,108.0
1998,SHELBY,141.0
1998,BOONE,159.0
1998,COOK,131.0
1998,DE KALB,172.0
1998,DU PAGE,156.0
1998,GRUNDY,147.0
1998,KANE,170.0
1998,KENDALL,159.0
1998,LA SALLE,149.0
1998,LAKE,120.0
1998,MCHENRY,151.0
1998,WILL,143.0
1998,BUREAU,161.0
1998,CARROLL,159.0
1998,HENRY,156.0
1998,JO DAVIESS,158.0
1998,LEE,168.0
1998,MERCER,142.0
1998,OGLE,159.0
1998,PUTNAM,158.0
1998,ROCK ISLAND,150.0
1998,STEPHENSON,158.0
1998,WHITESIDE,152.0
1998,WINNEBAGO,149.0
1998,EDWARDS,118.0
1998,FRANKLIN,88.0
1998,GALLATIN,112.0
1998,HAMILTON,104.0
1998,HARDIN,85.0
1998,JEFFERSON,103.0
1998,MASSAC,103.0
1998,POPE,73.0
1998,SALINE,91.0
1998,WABASH,120.0
1998,WAYNE,105.0
1998,WHITE,109.0
1998,ALEXANDER,115.0
1998,CLINTON,118.0
1998,JACKSON,96.0
1998,JOHNSON,96.0
1998,MONROE,114.0
1998,PERRY,87.0
1998,PULASKI,109.0
1998,RANDOLPH,106.0
1998,ST CLAIR,129.0
1998,UNION,119.0
1998,WASHINGTON,121.0
1998,WILLIAMSON,87.0
1998,ADAMS,131.0
1998,BROWN,142.0
1998,FULTON,138.0
1998,HANCOCK,133.0
1998,HENDERSON,145.0
1998,KNOX,154.0
1998,MCDONOUGH,150.0
1998,SCHUYLER,144.0
1998,WARREN,150.0
1998,BOND,118.0
1998,CALHOUN,129.0
1998,CASS,144.0
1998,CHRISTIAN,148.0
1998,GREENE,129.0
1998,JERSEY,138.0
1998,MACOUPIN,137.0
1998,MADISON,127.0
1998,MONTGOMERY,144.0
1998,MORGAN,145.0
1998,PIKE,142.0
1998,SANGAMON,151.0
1998,SCOTT,139.0
1997,DE WITT,148.0
1997,LOGAN,137.0
1997,MACON,155.0
1997,MARSHALL,140.0
1997,MASON,131.0
1997,MCLEAN,143.0
1997,MENARD,135.0
1997,PEORIA,138.0
1997,STARK,145.0
1997,TAZEWELL,130.0
1997,WOODFORD,138.0
1997,CHAMPAIGN,140.0
1997,FORD,136.0
1997,IROQUOIS,137.0
1997,KANKAKEE,126.0
1997,LIVINGSTON,122.0
1997,PIATT,147.0
1997,VERMILION,130.0
1997,CLARK,123.0
1997,CLAY,100.0
1997,COLES,138.0
1997,CRAWFORD,102.0
1997,CUMBERLAND,119.0
1997,DOUGLAS,130.0
1997,EDGAR,130.0
1997,EFFINGHAM,104.0
1997,FAYETTE,115.0
1997,JASPER,117.0
1997,LAWRENCE,94.0
1997,MARION,99.0
1997,MOULTRIE,141.0
1997,RICHLAND,94.0
1997,SHELBY,129.0
1997,BOONE,137.0
1997,COOK,128.0
1997,DE KALB,142.0
1997,DU PAGE,129.0
1997,GRUNDY,127.0
1997,KANE,144.0
1997,KENDALL,115.0
1997,LA SALLE,131.0
1997,LAKE,122.0
1997,MCHENRY,139.0
1997,WILL,136.0
1997,BUREAU,130.0
1997,CARROLL,137.0
1997,HENRY,123.0
1997,JO DAVIESS,134.0
1997,LEE,126.0
1997,MERCER,125.0
1997,OGLE,138.0
1997,PUTNAM,136.0
1997,ROCK ISLAND,130.0
1997,STEPHENSON,134.0
1997,WHITESIDE,135.0
1997,WINNEBAGO,136.0
1997,EDWARDS,105.0
1997,FRANKLIN,81.0
1997,GALLATIN,115.0
1997,HAMILTON,106.0
1997,HARDIN,93.0
1997,JEFFERSON,87.0
1997,MASSAC,90.0
1997,POPE,72.0
1997,SALINE,88.0
1997,WABASH,106.0
1997,WAYNE,105.0
1997,WHITE,100.0
1997,ALEXANDER,113.0
1997,CLINTON,96.0
1997,JACKSON,89.0
1997,JOHNSON,81.0
1997,MONROE,104.0
1997,PERRY,71.0
1997,PULASKI,114.0
1997,RANDOLPH,83.0
1997,ST CLAIR,124.0
1997,UNION,102.0
1997,WASHINGTON,96.0
1997,WILLIAMSON,87.0
1997,ADAMS,133.0
1997,BROWN,118.0
1997,FULTON,126.0
1997,HANCOCK,140.0
1997,HENDERSON,136.0
1997,KNOX,145.0
1997,MCDONOUGH,138.0
1997,SCHUYLER,122.0
1997,WARREN,141.0
1997,BOND,109.0
1997,CALHOUN,117.0
1997,CASS,123.0
1997,CHRISTIAN,148.0
1997,GREENE,130.0
1997,JERSEY,121.0
1997,MACOUPIN,128.0
1997,MADISON,128.0
1997,MONTGOMERY,130.0
1997,MORGAN,132.0
1997,PIKE,132.0
1997,SANGAMON,143.0
1997,SCOTT,134.0
1996,DE WITT,161.0
1996,LOGAN,168.0
1996,MACON,158.0
1996,MARSHALL,146.0
1996,MASON,133.0
1996,MCLEAN,159.0
1996,MENARD,146.0
1996,PEORIA,147.0
1996,STARK,153.0
1996,TAZEWELL,153.0
1996,WOODFORD,159.0
1996,CHAMPAIGN,147.0
1996,FORD,138.0
1996,IROQUOIS,137.0
1996,KANKAKEE,128.0
1996,LIVINGSTON,146.0
1996,PIATT,156.0
1996,VERMILION,130.0
1996,CLARK,107.0
1996,CLAY,87.0
1996,COLES,135.0
1996,CRAWFORD,97.0
1996,CUMBERLAND,97.0
1996,DOUGLAS,131.0
1996,EDGAR,123.0
1996,EFFINGHAM,102.0
1996,FAYETTE,105.0
1996,JASPER,101.0
1996,LAWRENCE,112.0
1996,MARION,79.0
1996,MOULTRIE,141.0
1996,RICHLAND,88.0
1996,SHELBY,110.0
1996,BOONE,126.0
1996,COOK,111.0
1996,DE KALB,138.0
1996,DU PAGE,117.0
1996,GRUNDY,132.0
1996,KANE,139.0
1996,KENDALL,132.0
1996,LA SALLE,142.0
1996,LAKE,69.0
1996,MCHENRY,125.0
1996,WILL,112.0
1996,BUREAU,149.0
1996,CARROLL,145.0
1996,HENRY,139.0
1996,JO DAVIESS,133.0
1996,LEE,146.0
1996,MERCER,137.0
1996,OGLE,133.0
1996,PUTNAM,160.0
1996,ROCK ISLAND,144.0
1996,STEPHENSON,128.0
1996,WHITESIDE,141.0
1996,WINNEBAGO,126.0
1996,EDWARDS,135.0
1996,FRANKLIN,99.0
1996,GALLATIN,132.0
1996,HAMILTON,128.0
1996,HARDIN,104.0
1996,JEFFERSON,96.0
1996,MASSAC,97.0
1996,POPE,87.0
1996,SALINE,117.0
1996,WABASH,126.0
1996,WAYNE,100.0
1996,WHITE,128.0
1996,ALEXANDER,122.0
1996,CLINTON,97.0
1996,JACKSON,104.0
1996,JOHNSON,94.0
1996,MONROE,114.0
1996,PERRY,87.0
1996,PULASKI,104.0
1996,RANDOLPH,99.0
1996,ST CLAIR,133.0
1996,UNION,108.0
1996,WASHINGTON,101.0
1996,WILLIAMSON,97.0
1996,ADAMS,139.0
1996,BROWN,122.0
1996,FULTON,140.0
1996,HANCOCK,141.0
1996,HENDERSON,153.0
1996,KNOX,145.0
1996,MCDONOUGH,155.0
1996,SCHUYLER,129.0
1996,WARREN,151.0
1996,BOND,112.0
1996,CALHOUN,135.0
1996,CASS,139.0
1996,CHRISTIAN,150.0
1996,GREENE,144.0
1996,JERSEY,150.0
1996,MACOUPIN,144.0
1996,MADISON,134.0
1996,MONTGOMERY,144.0
1996,MORGAN,150.0
1996,PIKE,138.0
1996,SANGAMON,160.0
1996,SCOTT,142.0
1995,DE WITT,117.0
1995,LOGAN,118.0
1995,MACON,133.0
1995,MARSHALL,115.0
1995,MASON,112.0
