year,county,yield
1995,MCLEAN,119.0
1995,MENARD,115.0
1995,PEORIA,114.0
1995,STARK,124.0
1995,TAZEWELL,115.0
1995,WOODFORD,122.0
1995,CHAMPAIGN,102.0
1995,FORD,101.0
1995,IROQUOIS,100.0
1995,KANKAKEE,109.0
1995,LIVINGSTON,111.0
1995,PIATT,114.0
1995,VERMILION,102.0
1995,CLARK,131.0
1995,CLAY,92.0
1995,COLES,126.0
1995,CRAWFORD,110.0
1995,CUMBERLAND,124.0
1995,DOUGLAS,117.0
1995,EDGAR,122.0
1995,EFFINGHAM,115.0
1995,FAYETTE,101.0
1995,JASPER,109.0
1995,LAWRENCE,91.0
1995,MARION,92.0
1995,MOULTRIE,129.0
1995,RICHLAND,89.0
1995,SHELBY,116.0
1995,BOONE,102.0
1995,COOK,95.0
1995,DE KALB,127.0
1995,DU PAGE,105.0
1995,GRUNDY,114.0
1995,KANE,126.0
1995,KENDALL,104.0
1995,LA SALLE,115.0
1995,LAKE,90.0
1995,MCHENRY,115.0
1995,WILL,92.0
1995,BUREAU,126.0
1995,CARROLL,122.0
1995,HENRY,124.0
1995,JO DAVIESS,119.0
1995,LEE,124.0
1995,MERCER,122.0
1995,OGLE,120.0
1995,PUTNAM,123.0
1995,ROCK ISLAND,122.0
1995,STEPHENSON,114.0
1995,WHITESIDE,122.0
1995,WINNEBAGO,120.0
1995,EDWARDS,96.0
1995,FRANKLIN,65.0
1995,GALLATIN,96.0
1995,HAMILTON,88.0
1995,HARDIN,86.0
1995,JEFFERSON,68.0
1995,MASSAC,90.0
1995,POPE,71.0
1995,SALINE,76.0
1995,WABASH,104.0
1995,WAYNE,80.0
1995,WHITE,95.0
1995,ALEXANDER,117.0
1995,CLINTON,104.0
1995,JACKSON,82.0
1995,JOHNSON,69.0
1995,MONROE,91.0
1995,PERRY,76.0
1995,PULASKI,98.0
1995,RANDOLPH,74.0
1995,ST CLAIR,91.0
1995,UNION,96.0
1995,WASHINGTON,86.0
1995,WILLIAMSON,64.0
1995,ADAMS,113.0
1995,BROWN,101.0
1995,FULTON,107.0
1995,HANCOCK,113.0
1995,HENDERSON,117.0
1995,KNOX,116.0
1995,MCDONOUGH,117.0
1995,SCHUYLER,109.0
1995,WARREN,120.0
1995,BOND,91.0
1995,CALHOUN,113.0
1995,CASS,118.0
1995,CHRISTIAN,127.0
1995,GREENE,118.0
1995,JERSEY,120.0
1995,MACOUPIN,121.0
1995,MADISON,105.0
1995,MONTGOMERY,114.0
1995,MORGAN,128.0
1995,PIKE,121.0
1995,SANGAMON,129.0
1995,SCOTT,120.0
1994,DE WITT,175.0
1994,LOGAN,181.0
1994,MACON,184.0
1994,MARSHALL,172.0
1994,MASON,159.0
1994,MCLEAN,166.0
1994,MENARD,169.0
1994,PEORIA,166.0
1994,STARK,175.0
1994,TAZEWELL,172.0
1994,WOODFORD,175.0
1994,CHAMPAIGN,161.0
1994,FORD,156.0
1994,IROQUOIS,162.0
1994,KANKAKEE,159.0
1994,LIVINGSTON,156.0
1994,PIATT,184.0
1994,VERMILION,158.0
1994,CLARK,146.0
1994,CLAY,91.0
1994,COLES,166.0
1994,CRAWFORD,122.0
1994,CUMBERLAND,156.0
1994,DOUGLAS,161.0
1994,EDGAR,158.0
1994,EFFINGHAM,129.0
1994,FAYETTE,120.0
1994,JASPER,140.0
1994,LAWRENCE,120.0
1994,MARION,108.0
1994,MOULTRIE,179.0
1994,RICHLAND,121.0
1994,SHELBY,159.0
1994,BOONE,160.0
1994,COOK,148.0
1994,DE KALB,170.0
1994,DU PAGE,145.0
1994,GRUNDY,177.0
1994,KANE,165.0
1994,KENDALL,165.0
1994,LA SALLE,172.0
1994,LAKE,127.0
1994,MCHENRY,158.0
1994,WILL,157.0
1994,BUREAU,166.0
1994,CARROLL,161.0
1994,HENRY,163.0
1994,JO DAVIESS,146.0
1994,LEE,162.0
1994,MERCER,166.0
1994,OGLE,161.0
1994,PUTNAM,168.0
1994,ROCK ISLAND,165.0
1994,STEPHENSON,150.0
1994,WHITESIDE,152.0
1994,WINNEBAGO,146.0
1994,EDWARDS,121.0
1994,FRANKLIN,113.0
1994,GALLATIN,135.0
1994,HAMILTON,120.0
1994,HARDIN,116.0
1994,JEFFERSON,107.0
1994,MASSAC,115.0
1994,POPE,103.0
1994,SALINE,111.0
1994,WABASH,117.0
1994,WAYNE,116.0
1994,WHITE,129.0
1994,ALEXANDER,150.0
1994,CLINTON,117.0
1994,JACKSON,115.0
1994,JOHNSON,109.0
1994,MONROE,121.0
1994,PERRY,103.0
1994,PULASKI,146.0
1994,RANDOLPH,104.0
1994,ST CLAIR,126.0
1994,UNION,129.0
1994,WASHINGTON,116.0
1994,WILLIAMSON,112.0
1994,ADAMS,144.0
1994,BROWN,140.0
1994,FULTON,148.0
1994,HANCOCK,160.0
1994,HENDERSON,172.0
1994,KNOX,167.0
1994,MCDONOUGH,170.0
1994,SCHUYLER,155.0
1994,WARREN,175.0
1994,BOND,120.0
1994,CALHOUN,133.0
1994,CASS,166.0
1994,CHRISTIAN,174.0
1994,GREENE,153.0
1994,JERSEY,146.0
1994,MACOUPIN,160.0
1994,MADISON,133.0
1994,MONTGOMERY,156.0
1994,MORGAN,177.0
1994,PIKE,141.0
1994,SANGAMON,177.0
1994,SCOTT,157.0
1993,DE WITT,139.0
1993,LOGAN,149.0
1993,MACON,165.0
1993,MARSHALL,131.0
1993,MASON,134.0
1993,MCLEAN,140.0
1993,MENARD,149.0
1993,PEORIA,132.0
1993,STARK,140.0
1993,TAZEWELL,142.0
1993,WOODFORD,134.0
1993,CHAMPAIGN,141.0
1993,FORD,128.0
1993,IROQUOIS,116.0
1993,KANKAKEE,117.0
1993,LIVINGSTON,132.0
1993,PIATT,157.0
1993,VERMILION,136.0
1993,CLARK,143.0
1993,CLAY,121.0
1993,COLES,161.0
1993,CRAWFORD,139.0
1993,CUMBERLAND,129.0
1993,DOUGLAS,145.0
1993,EDGAR,152.0
1993,EFFINGHAM,122.0
1993,FAYETTE,129.0
1993,JASPER,125.0
1993,LAWRENCE,124.0
1993,MARION,114.0
1993,MOULTRIE,158.0
1993,RICHLAND,117.0
1993,SHELBY,154.0
1993,BOONE,99.0
1993,COOK,113.0
1993,DE KALB,122.0
1993,DU PAGE,123.0
1993,GRUNDY,137.0
1993,KANE,116.0
1993,KENDALL,133.0
1993,LA SALLE,130.0
1993,LAKE,95.0
1993,MCHENRY,98.0
1993,WILL,124.0
1993,BUREAU,133.0
1993,CARROLL,111.0
1993,HENRY,125.0
1993,JO DAVIESS,90.0
1993,LEE,118.0
1993,MERCER,122.0
1993,OGLE,117.0
1993,PUTNAM,134.0
1993,ROCK ISLAND,117.0
1993,STEPHENSON,102.0
1993,WHITESIDE,111.0
1993,WINNEBAGO,103.0
1993,EDWARDS,132.0
1993,FRANKLIN,117.0
1993,GALLATIN,126.0
1993,HAMILTON,129.0
1993,HARDIN,94.0
1993,JEFFERSON,109.0
1993,MASSAC,98.0
1993,POPE,92.0
1993,SALINE,117.0
1993,WABASH,128.0
1993,WAYNE,120.0
1993,WHITE,129.0
1993,ALEXANDER,90.0
1993,CLINTON,111.0
1993,JACKSON,104.0
1993,JOHNSON,84.0
1993,MONROE,113.0
1993,PERRY,108.0
1993,PULASKI,106.0
1993,RANDOLPH,105.0
1993,ST CLAIR,124.0
1993,UNION,111.0
1993,WASHINGTON,125.0
1993,WILLIAMSON,99.0
1993,ADAMS,115.0
1993,BROWN,115.0
1993,FULTON,120.0
1993,HANCOCK,110.0
1993,HENDERSON,123.0
1993,KNOX,133.0
1993,MCDONOUGH,127.0
1993,SCHUYLER,135.0
1993,WARREN,127.0
1993,BOND,137.0
1993,CALHOUN,115.0
1993,CASS,141.0
1993,CHRISTIAN,156.0
1993,GREENE,133.0
1993,JERSEY,138.0
1993,MACOUPIN,141.0
1993,MADISON,131.0
1993,MONTGOMERY,148.0
1993,MORGAN,146.0
1993,PIKE,123.0
1993,SANGAMON,156.0
1993,SCOTT,141.0
1992,DE WITT,154.0
1992,LOGAN,164.0
1992,MACON,177.0
1992,MARSHALL,146.0
1992,MASON,150.0
1992,MCLEAN,163.0
1992,MENARD,163.0
1992,PEORIA,140.0
1992,STARK,150.0
1992,TAZEWELL,160.0
1992,WOODFORD,151.0
1992,CHAMPAIGN,169.0
1992,FORD,150.0
1992,IROQUOIS,150.0
1992,KANKAKEE,138.0
1992,LIVINGSTON,156.0
1992,PIATT,177.0
1992,VERMILION,163.0
1992,CLARK,167.0
1992,CLAY,108.0
1992,COLES,166.0
1992,CRAWFORD,155.0
1992,CUMBERLAND,159.0
1992,DOUGLAS,163.0
1992,EDGAR,163.0
1992,EFFINGHAM,133.0
1992,FAYETTE,136.0
1992,JASPER,149.0
1992,LAWRENCE,145.0
1992,MARION,117.0
1992,MOULTRIE,180.0
1992,RICHLAND,128.0
1992,SHELBY,168.0
1992,BOONE,130.0
1992,COOK,121.0
1992,DE KALB,137.0
1992,DU PAGE,118.0
1992,GRUNDY,155.0
1992,KANE,130.0
1992,KENDALL,146.0
1992,LA SALLE,149.0
1992,LAKE,83.0
1992,MCHENRY,125.0
1992,WILL,137.0
1992,BUREAU,145.0
1992,CARROLL,138.0
1992,HENRY,144.0
1992,JO DAVIESS,124.0
1992,LEE,145.0
1992,MERCER,142.0
1992,OGLE,136.0
1992,PUTNAM,150.0
1992,ROCK ISLAND,142.0
1992,STEPHENSON,124.0
1992,WHITESIDE,141.0
1992,WINNEBAGO,127.0
1992,EDWARDS,140.0
1992,FRANKLIN,115.0
1992,GALLATIN,160.0
1992,HAMILTON,123.0
1992,HARDIN,131.0
1992,JEFFERSON,102.0
1992,MASSAC,122.0
1992,POPE,123.0
1992,SALINE,144.0
1992,WABASH,151.0
1992,WAYNE,121.0
1992,WHITE,147.0
1992,ALEXANDER,136.0
1992,CLINTON,135.0
1992,JACKSON,108.0
1992,JOHNSON,120.0
1992,MONROE,130.0
1992,PERRY,94.0
1992,PULASKI,140.0
1992,RANDOLPH,118.0
1992,ST CLAIR,152.0
1992,UNION,120.0
1992,WASHINGTON,119.0
1992,WILLIAMSON,118.0
1992,ADAMS,147.0
1992,BROWN,138.0
1992,FULTON,149.0
1992,HANCOCK,144.0
1992,HENDERSON,147.0
1992,KNOX,148.0
1992,MCDONOUGH,161.0
1992,SCHUYLER,143.0
1992,WARREN,153.0
1992,BOND,141.0
1992,CALHOUN,144.0
1992,CASS,155.0
1992,CHRISTIAN,175.0
1992,GREENE,151.0
1992,JERSEY,157.0
1992,MACOUPIN,166.0
1992,MADISON,147.0
1992,MONTGOMERY,163.0
1992,MORGAN,163.0
1992,PIKE,146.0
1992,SANGAMON,172.0
1992,SCOTT,150.0
1991,DE WITT,129.0
1991,LOGAN,146.0
1991,MACON,139.0
1991,MARSHALL,105.0
1991,MASON,120.0
1991,MCLEAN,116.0
1991,MENARD,155.0
1991,PEORIA,124.0
1991,STARK,134.0
1991,TAZEWELL,136.0
1991,WOODFORD,108.0
1991,CHAMPAIGN,88.0
1991,FORD,68.0
1991,IROQUOIS,68.0
1991,KANKAKEE,63.0
1991,LIVINGSTON,69.0
1991,PIATT,129.0
1991,VERMILION,80.0
1991,CLARK,108.0
1991,CLAY,63.0
1991,COLES,119.0
1991,CRAWFORD,91.0
1991,CUMBERLAND,104.0
1991,DOUGLAS,103.0
1991,EDGAR,125.0
1991,EFFINGHAM,99.0
1991,FAYETTE,90.0
1991,JASPER,68.0
1991,LAWRENCE,73.0
1991,MARION,78.0
1991,MOULTRIE,122.0
1991,RICHLAND,52.0
1991,SHELBY,115.0
1991,BOONE,83.0
1991,COOK,58.0
1991,DE KALB,119.0
1991,DU PAGE,88.0
1991,GRUNDY,67.0
1991,KANE,102.0
1991,KENDALL,66.0
1991,LA SALLE,92.0
1991,LAKE,66.0
1991,MCHENRY,79.0
1991,WILL,54.0
1991,BUREAU,128.0
1991,CARROLL,127.0
1991,HENRY,117.0
1991,JO DAVIESS,113.0
1991,LEE,119.0
1991,MERCER,120.0
1991,OGLE,114.0
1991,PUTNAM,103.0
1991,ROCK ISLAND,104.0
1991,STEPHENSON,110.0
1991,WHITESIDE,103.0
1991,WINNEBAGO,96.0
1991,EDWARDS,79.0
1991,FRANKLIN,71.0
1991,GALLATIN,94.0
1991,HAMILTON,73.0
1991,HARDIN,65.0
1991,JEFFERSON,60.0
1991,MASSAC,82.0
1991,POPE,64.0
1991,SALINE,63.0
1991,WABASH,85.0
1991,WAYNE,64.0
1991,WHITE,92.0
1991,ALEXANDER,76.0
1991,CLINTON,105.0
1991,JACKSON,73.0
1991,JOHNSON,52.0
1991,MONROE,104.0
1991,PERRY,69.0
1991,PULASKI,83.0
1991,RANDOLPH,91.0
1991,ST CLAIR,122.0
1991,UNION,69.0
1991,WASHINGTON,91.0
1991,WILLIAMSON,60.0
1991,ADAMS,115.0
1991,BROWN,111.0
1991,FULTON,122.0
1991,HANCOCK,121.0
1991,HENDERSON,130.0
1991,KNOX,129.0
1991,MCDONOUGH,141.0
1991,SCHUYLER,128.0
1991,WARREN,141.0
1991,BOND,95.0
1991,CALHOUN,118.0
1991,CASS,140.0
1991,CHRISTIAN,139.0
1991,GREENE,136.0
1991,JERSEY,125.0
1991,MACOUPIN,137.0
1991,MADISON,113.0
1991,MONTGOMERY,127.0
1991,MORGAN,151.0
1991,PIKE,121.0
1991,SANGAMON,149.0
1991,SCOTT,142.0
1990,DE WITT,136.0
1990,LOGAN,143.0
1990,MACON,143.0
1990,MARSHALL,129.0
1990,MASON,121.0
1990,MCLEAN,141.0
1990,MENARD,141.0
1990,PEORIA,121.0
1990,STARK,136.0
1990,TAZEWELL,136.0
1990,WOODFORD,134.0
1990,CHAMPAIGN,138.0
1990,FORD,131.0
1990,IROQUOIS,128.0
1990,KANKAKEE,125.0
1990,LIVINGSTON,132.0
1990,PIATT,145.0
1990,VERMILION,134.0
1990,CLARK,128.0
1990,CLAY,83.0
1990,COLES,140.0
1990,CRAWFORD,105.0
1990,CUMBERLAND,129.0
1990,DOUGLAS,135.0
1990,EDGAR,135.0
1990,EFFINGHAM,113.0
1990,FAYETTE,96.0
1990,JASPER,110.0
1990,LAWRENCE,95.0
1990,MARION,79.0
1990,MOULTRIE,146.0
1990,RICHLAND,87.0
1990,SHELBY,128.0
1990,BOONE,130.0
1990,COOK,106.0
1990,DE KALB,132.0
1990,DU PAGE,126.0
1990,GRUNDY,128.0
1990,KANE,132.0
1990,KENDALL,122.0
1990,LA SALLE,125.0
1990,LAKE,114.0
1990,MCHENRY,129.0
1990,WILL,128.0
1990,BUREAU,124.0
1990,CARROLL,135.0
1990,HENRY,123.0
1990,JO DAVIESS,127.0
1990,LEE,129.0
1990,MERCER,135.0
1990,OGLE,136.0
1990,PUTNAM,126.0
1990,ROCK ISLAND,129.0
1990,STEPHENSON,133.0
1990,WHITESIDE,126.0
1990,WINNEBAGO,134.0
1990,EDWARDS,102.0
1990,FRANKLIN,93.0
1990,GALLATIN,110.0
1990,HAMILTON,83.0
1990,HARDIN,95.0
1990,JEFFERSON,73.0
1990,MASSAC,99.0
1990,POPE,84.0
1990,SALINE,110.0
1990,WABASH,106.0
1990,WAYNE,75.0
1990,WHITE,101.0
1990,ALEXANDER,112.0
1990,CLINTON,98.0
1990,JACKSON,102.0
1990,JOHNSON,89.0
1990,MONROE,103.0
1990,PERRY,92.0
1990,PULASKI,112.0
1990,RANDOLPH,102.0
1990,ST CLAIR,100.0
1990,UNION,117.0
1990,WASHINGTON,100.0
1990,WILLIAMSON,97.0
1990,ADAMS,116.0
1990,BROWN,123.0
1990,FULTON,123.0
1990,HANCOCK,122.0
1990,HENDERSON,129.0
1990,KNOX,134.0
1990,MCDONOUGH,137.0
1990,SCHUYLER,121.0
1990,WARREN,136.0
1990,BOND,96.0
1990,CALHOUN,113.0
1990,CASS,127.0
1990,CHRISTIAN,141.0
1990,GREENE,126.0
1990,JERSEY,116.0
1990,MACOUPIN,129.0
1990,MADISON,113.0
1990,MONTGOMERY,117.0
1990,MORGAN,128.0
1990,PIKE,129.0
1990,SANGAMON,147.0
1990,SCOTT,134.0
1989,DE WITT,136.0
1989,LOGAN,139.0
1989,MACON,133.0
1989,MARSHALL,122.0
1989,MASON,114.0
1989,MCLEAN,141.0
1989,MENARD,130.0
1989,PEORIA,97.0
1989,STARK,112.0
1989,TAZEWELL,125.0
1989,WOODFORD,118.0
1989,CHAMPAIGN,136.0
1989,FORD,133.0
1989,IROQUOIS,138.0
1989,KANKAKEE,138.0
1989,LIVINGSTON,146.0
1989,PIATT,135.0
1989,VERMILION,131.0
1989,CLARK,131.0
1989,CLAY,102.0
1989,COLES,140.0
1989,CRAWFORD,131.0
1989,CUMBERLAND,125.0
1989,DOUGLAS,132.0
1989,EDGAR,143.0
1989,EFFINGHAM,118.0
1989,FAYETTE,113.0
1989,JASPER,120.0
1989,LAWRENCE,113.0
1989,MARION,96.0
1989,MOULTRIE,142.0
1989,RICHLAND,109.0
1989,SHELBY,118.0
1989,BOONE,138.0
1989,COOK,106.0
1989,DE KALB,141.0
1989,DU PAGE,131.0
1989,GRUNDY,149.0
1989,KANE,144.0
1989,KENDALL,149.0
1989,LA SALLE,136.0
1989,LAKE,121.0
1989,MCHENRY,137.0
1989,WILL,142.0
1989,BUREAU,113.0
1989,CARROLL,128.0
1989,HENRY,103.0
1989,JO DAVIESS,123.0
1989,LEE,133.0
1989,MERCER,72.0
1989,OGLE,140.0
1989,PUTNAM,120.0
1989,ROCK ISLAND,109.0
1989,STEPHENSON,125.0
1989,WHITESIDE,116.0
1989,WINNEBAGO,126.0
1989,EDWARDS,114.0
1989,FRANKLIN,108.0
1989,GALLATIN,128.0
1989,HAMILTON,113.0
1989,HARDIN,113.0
1989,JEFFERSON,97.0
1989,MASSAC,115.0
1989,POPE,100.0
1989,SALINE,118.0
1989,WABASH,120.0
1989,WAYNE,113.0
1989,WHITE,123.0
1989,ALEXANDER,102.0
1989,CLINTON,99.0
1989,JACKSON,111.0
1989,JOHNSON,99.0
1989,MONROE,123.0
1989,PERRY,91.0
1989,PULASKI,106.0
1989,RANDOLPH,100.0
1989,ST CLAIR,119.0
1989,UNION,98.0
1989,WASHINGTON,84.0
1989,WILLIAMSON,104.0
1989,ADAMS,78.0
1989,BROWN,110.0
1989,FULTON,93.0
1989,HANCOCK,77.0
1989,HENDERSON,78.0
1989,KNOX,89.0
1989,MCDONOUGH,91.0
1989,SCHUYLER,116.0
1989,WARREN,73.0
1989,BOND,114.0
1989,CALHOUN,114.0
1989,CASS,133.0
1989,CHRISTIAN,147.0
1989,GREENE,121.0
1989,JERSEY,119.0
1989,MACOUPIN,134.0
1989,MADISON,119.0
1989,MONTGOMERY,127.0
1989,MORGAN,142.0
1989,PIKE,118.0
1989,SANGAMON,141.0
1989,SCOTT,124.0
1988,DE WITT,85.0
1988,LOGAN,71.0
1988,MACON,82.0
1988,MARSHALL,63.0
1988,MASON,70.0
1988,MCLEAN,62.0
1988,MENARD,67.0
1988,PEORIA,62.0
1988,STARK,75.0
1988,TAZEWELL,68.0
1988,WOODFORD,53.0
1988,CHAMPAIGN,85.0
1988,FORD,43.0
1988,IROQUOIS,61.0
1988,KANKAKEE,47.0
1988,LIVINGSTON,42.0
1988,PIATT,95.0
1988,VERMILION,82.0
1988,CLARK,98.0
1988,CLAY,62.0
1988,COLES,87.0
1988,CRAWFORD,81.0
1988,CUMBERLAND,90.0
1988,DOUGLAS,89.0
1988,EDGAR,100.0
1988,EFFINGHAM,73.0
1988,FAYETTE,67.0
1988,JASPER,79.0
1988,LAWRENCE,78.0
1988,MARION,72.0
1988,MOULTRIE,87.0
1988,RICHLAND,72.0
1988,SHELBY,81.0
1988,BOONE,66.0
1988,COOK,58.0
1988,DE KALB,96.0
1988,DU PAGE,101.0
1988,GRUNDY,52.0
1988,KANE,105.0
1988,KENDALL,86.0
1988,LA SALLE,77.0
1988,LAKE,50.0
1988,MCHENRY,66.0
1988,WILL,51.0
1988,BUREAU,67.0
1988,CARROLL,56.0
1988,HENRY,63.0
1988,JO DAVIESS,52.0
1988,LEE,67.0
1988,MERCER,65.0
1988,OGLE,66.0
1988,PUTNAM,71.0
1988,ROCK ISLAND,69.0
1988,STEPHENSON,68.0
1988,WHITESIDE,54.0
1988,WINNEBAGO,53.0
1988,EDWARDS,85.0
1988,FRANKLIN,91.0
1988,GALLATIN,105.0
1988,HAMILTON,86.0
1988,HARDIN,60.0
1988,JEFFERSON,75.0
1988,MASSAC,80.0
1988,POPE,69.0
1988,SALINE,99.0
1988,WABASH,77.0
1988,WAYNE,72.0
1988,WHITE,99.0
1988,ALEXANDER,80.0
1988,CLINTON,71.0
1988,JACKSON,82.0
1988,JOHNSON,64.0
1988,MONROE,74.0
1988,PERRY,75.0
1988,PULASKI,90.0
1988,RANDOLPH,73.0
1988,ST CLAIR,93.0
1988,UNION,89.0
1988,WASHINGTON,75.0
1988,WILLIAMSON,84.0
1988,ADAMS,76.0
1988,BROWN,78.0
1988,FULTON,62.0
1988,HANCOCK,65.0
1988,HENDERSON,79.0
1988,KNOX,63.0
1988,MCDONOUGH,85.0
1988,SCHUYLER,79.0
1988,WARREN,67.0
1988,BOND,55.0
1988,CALHOUN,99.0
1988,CASS,86.0
1988,CHRISTIAN,90.0
1988,GREENE,96.0
1988,JERSEY,93.0
1988,MACOUPIN,90.0
1988,MADISON,72.0
1988,MONTGOMERY,80.0
1988,MORGAN,93.0
1988,PIKE,89.0
1988,SANGAMON,87.0
1988,SCOTT,85.0
1987,DE WITT,152.0
1987,LOGAN,146.0
1987,MACON,162.0
1987,MARSHALL,123.0
1987,MASON,121.0
1987,MCLEAN,139.0
1987,MENARD,133.0
1987,PEORIA,120.0
1987,STARK,118.0
1987,TAZEWELL,138.0
1987,WOODFORD,129.0
1987,CHAMPAIGN,154.0
1987,FORD,132.0
1987,IROQUOIS,137.0
1987,KANKAKEE,129.0
1987,LIVINGSTON,116.0
1987,PIATT,162.0
1987,VERMILION,149.0
1987,CLARK,147.0
1987,CLAY,124.0
1987,COLES,154.0
1987,CRAWFORD,140.0
1987,CUMBERLAND,141.0
1987,DOUGLAS,163.0
1987,EDGAR,151.0
1987,EFFINGHAM,136.0
1987,FAYETTE,125.0
1987,JASPER,142.0
1987,LAWRENCE,129.0
1987,MARION,119.0
1987,MOULTRIE,163.0
1987,RICHLAND,128.0
1987,SHELBY,145.0
1987,BOONE,119.0
1987,COOK,115.0
1987,DE KALB,142.0
1987,DU PAGE,130.0
1987,GRUNDY,120.0
1987,KANE,142.0
1987,KENDALL,139.0
1987,LA SALLE,133.0
1987,LAKE,102.0
1987,MCHENRY,122.0
1987,WILL,123.0
1987,BUREAU,132.0
1987,CARROLL,137.0
1987,HENRY,125.0
1987,JO DAVIESS,118.0
1987,LEE,123.0
1987,MERCER,121.0
1987,OGLE,133.0
1987,PUTNAM,130.0
1987,ROCK ISLAND,123.0
1987,STEPHENSON,119.0
1987,WHITESIDE,125.0
1987,WINNEBAGO,113.0
1987,EDWARDS,121.0
1987,FRANKLIN,103.0
1987,GALLATIN,138.0
1987,HAMILTON,116.0
1987,HARDIN,100.0
1987,JEFFERSON,108.0
1987,MASSAC,108.0
1987,POPE,98.0
1987,SALINE,118.0
1987,WABASH,124.0
1987,WAYNE,123.0
1987,WHITE,126.0
1987,ALEXANDER,110.0
1987,CLINTON,120.0
1987,JACKSON,117.0
1987,JOHNSON,96.0
1987,MONROE,123.0
1987,PERRY,113.0
1987,PULASKI,116.0
1987,RANDOLPH,109.0
1987,ST CLAIR,122.0
1987,UNION,104.0
1987,WASHINGTON,122.0
1987,WILLIAMSON,105.0
1987,ADAMS,132.0
1987,BROWN,116.0
1987,FULTON,112.0
1987,HANCOCK,114.0
1987,HENDERSON,142.0
1987,KNOX,123.0
1987,MCDONOUGH,126.0
1987,SCHUYLER,111.0
1987,WARREN,124.0
1987,BOND,115.0
1987,CALHOUN,120.0
1987,CASS,139.0
1987,CHRISTIAN,152.0
1987,GREENE,137.0
1987,JERSEY,136.0
1987,MACOUPIN,131.0
1987,MADISON,122.0
1987,MONTGOMERY,128.0
1987,MORGAN,149.0
1987,PIKE,125.0
1987,SANGAMON,151.0
1987,SCOTT,132.0
1986,DE WITT,153.0
1986,LOGAN,159.0
1986,MACON,162.0
1986,MARSHALL,131.0
1986,MASON,142.0
1986,MCLEAN,144.0
1986,MENARD,159.0
1986,PEORIA,147.0
1986,STARK,143.0
1986,TAZEWELL,154.0
1986,WOODFORD,131.0
1986,CHAMPAIGN,144.0
1986,FORD,120.0
1986,IROQUOIS,119.0
1986,KANKAKEE,122.0
1986,LIVINGSTON,125.0
1986,PIATT,161.0
1986,VERMILION,130.0
1986,CLARK,147.0
1986,CLAY,105.0
1986,COLES,150.0
1986,CRAWFORD,128.0
1986,CUMBERLAND,143.0
1986,DOUGLAS,155.0
1986,EDGAR,144.0
1986,EFFINGHAM,132.0
1986,FAYETTE,123.0
1986,JASPER,134.0
1986,LAWRENCE,115.0
1986,MARION,107.0
1986,MOULTRIE,166.0
1986,RICHLAND,111.0
1986,SHELBY,143.0
1986,BOONE,135.0
1986,COOK,115.0
1986,DE KALB,139.0
1986,DU PAGE,112.0
1986,GRUNDY,137.0
1986,KANE,133.0
1986,KENDALL,127.0
1986,LA SALLE,135.0
1986,LAKE,110.0
1986,MCHENRY,131.0
1986,WILL,108.0
1986,BUREAU,135.0
1986,CARROLL,133.0
1986,HENRY,137.0
1986,JO DAVIESS,127.0
1986,LEE,134.0
1986,MERCER,135.0
1986,OGLE,134.0
1986,PUTNAM,129.0
1986,ROCK ISLAND,125.0
1986,STEPHENSON,128.0
1986,WHITESIDE,131.0
1986,WINNEBAGO,130.0
1986,EDWARDS,112.0
1986,FRANKLIN,89.0
1986,GALLATIN,124.0
1986,HAMILTON,105.0
1986,HARDIN,94.0
1986,JEFFERSON,95.0
1986,MASSAC,90.0
1986,POPE,69.0
1986,SALINE,85.0
1986,WABASH,110.0
1986,WAYNE,107.0
1986,WHITE,110.0
1986,ALEXANDER,96.0
1986,CLINTON,110.0
1986,JACKSON,94.0
1986,JOHNSON,67.0
1986,MONROE,98.0
1986,PERRY,89.0
1986,PULASKI,104.0
1986,RANDOLPH,77.0
1986,ST CLAIR,113.0
1986,UNION,94.0
1986,WASHINGTON,99.0
1986,WILLIAMSON,95.0
1986,ADAMS,135.0
1986,BROWN,130.0
1986,FULTON,149.0
1986,HANCOCK,139.0
1986,HENDERSON,149.0
1986,KNOX,140.0
1986,MCDONOUGH,145.0
1986,SCHUYLER,140.0
1986,WARREN,145.0
1986,BOND,119.0
1986,CALHOUN,123.0
1986,CASS,152.0
1986,CHRISTIAN,161.0
1986,GREENE,147.0
1986,JERSEY,142.0
1986,MACOUPIN,152.0
1986,MADISON,131.0
1986,MONTGOMERY,149.0
1986,MORGAN,158.0
1986,PIKE,135.0
1986,SANGAMON,164.0
1986,SCOTT,155.0
1985,DE WITT,140.0
1985,LOGAN,155.0
1985,MACON,159.0
1985,MARSHALL,141.0
1985,MASON,138.0
1985,MCLEAN,157.0
1985,MENARD,153.0
1985,PEORIA,141.0
1985,STARK,146.0
1985,TAZEWELL,153.0
1985,WOODFORD,161.0
1985,CHAMPAIGN,154.0
1985,FORD,145.0
1985,IROQUOIS,144.0
1985,KANKAKEE,129.0
1985,LIVINGSTON,146.0
1985,PIATT,162.0
1985,VERMILION,151.0
1985,CLARK,124.0
1985,CLAY,102.0
1985,COLES,146.0
1985,CRAWFORD,111.0
1985,CUMBERLAND,122.0
1985,DOUGLAS,136.0
1985,EDGAR,145.0
1985,EFFINGHAM,114.0
1985,FAYETTE,112.0
1985,JASPER,116.0
1985,LAWRENCE,95.0
1985,MARION,106.0
1985,MOULTRIE,158.0
